"ID","OS","MEMORY_GB","CPU_CORES","DISK_GB","LOCATION","OWNER","PROVIDER","STATUS","LAST_UPDATED","TAGS"
"471042fd-a0cc-4da7-833e-4dc07733957d","Ubuntu",72,64,1359,"Yemen","Matthew Forbes","Amazon Web Services","Stopped","2023-05-02 23:41:56.000","{""costCenter"":987,""instanceId"":""i-d32282e3"",""name"":""economy""}"
"475a5bcd-40db-40d7-a5ec-d27d2f568cb4","Ubuntu",71,9,1262,"Cameroon","Alexander Mcmahon","Google Cloud Platform","Paused","2023-05-09 08:41:19.000","{""costCenter"":204,""instanceId"":""28a-52-d411f4889b5911a"",""name"":""later""}"
"478438c3-06a7-4a4e-9c8e-ec8c724c1968","Red Hat Enterprise Linux",51,53,3654,"Ghana","Joseph Taylor","Google Cloud Platform","Stopped","2023-05-07 08:20:59.000","{""costCenter"":391,""instanceId"":""368-72-e8794c7de274fb5"",""name"":""however""}"
"47e94a84-1ddb-4806-a41e-3389ab3ac23d","Ubuntu",145,2,2657,"Vietnam","Jillian Cruz","Microsoft Azure","Stopped","2023-05-08 23:38:38.000","{""costCenter"":594,""instanceId"":""i-9c5d06-9f844-f3f72"",""name"":""drug""}"
"48525416-a58b-417a-84c5-20e82030bf87","Red Hat Enterprise Linux",41,52,3410,"Iran","Tiffany Hughes","Microsoft Azure","Running","2023-05-01 00:04:16.000","{""costCenter"":889,""instanceId"":""i-6ad03b-82a34-c9d89"",""name"":""nothing""}"
"4862fa5d-0484-4d4f-8a1c-391c29adcfda","Ubuntu",119,51,3758,"Brazil","Sara Conner","Google Cloud Platform","Running","2023-05-02 01:24:34.000","{""costCenter"":507,""instanceId"":""81d-a9-00227fc54703b42"",""name"":""range""}"
"48aedd80-f532-4d56-88fd-5b68c93e7dba","Windows Server",81,12,2640,"Papua New Guinea","Mario Hernandez","Google Cloud Platform","Stopped","2023-05-07 12:55:12.000","{""costCenter"":674,""instanceId"":""763-5c-fbc53c931881672"",""name"":""place""}"
"48b79bd7-6f47-49df-8bca-bf711bbe889b","Ubuntu",44,25,1942,"Haiti","Sarah Walker","Amazon Web Services","Running","2023-05-09 04:09:03.000","{""costCenter"":795,""instanceId"":""i-815c50a7"",""name"":""either""}"
"48f5ace4-cc3b-459c-ba03-344ccd8ecfe6","Windows Server",103,37,1068,"Luxembourg","Deborah Moore","Google Cloud Platform","Stopped","2023-05-06 17:14:52.000","{""costCenter"":907,""instanceId"":""ec9-8d-fcb5ded3b3fe138"",""name"":""community""}"
"49423da4-49dd-4e6e-a840-569ad2eab4e6","Red Hat Enterprise Linux",242,25,2773,"Nigeria","Charles Thomas","Microsoft Azure","Paused","2023-05-07 13:38:03.000","{""costCenter"":882,""instanceId"":""i-bbdfaf-bcf94-35d61"",""name"":""trip""}"
"4980df15-0d47-4ecf-915a-f3b8daf6249a","Ubuntu",181,5,3221,"Peru","Chad Morales","Microsoft Azure","Stopped","2023-05-03 03:30:32.000","{""costCenter"":232,""instanceId"":""i-ca9a0b-0e11e-d7027"",""name"":""offer""}"
"49a6473f-38e6-4d49-b08b-23bfec966332","CentOS",71,12,642,"Ukraine","Ashley Anderson","Amazon Web Services","Stopped","2023-05-01 16:41:38.000","{""costCenter"":780,""instanceId"":""i-147297bf"",""name"":""message""}"
"49fdffb8-e746-4e2a-aa2d-a20d2026582b","Red Hat Enterprise Linux",246,42,1719,"Japan","Danielle Dixon","Microsoft Azure","Running","2023-05-02 09:56:26.000","{""costCenter"":220,""instanceId"":""i-0a2b26-6ccbe-0b1b9"",""name"":""certain""}"
"4a0a20ae-edf4-42dc-ae21-94f732a0d78e","Red Hat Enterprise Linux",226,60,1317,"Malta","Scott Lopez","Microsoft Azure","Stopped","2023-05-08 06:22:06.000","{""costCenter"":845,""instanceId"":""i-dc4f53-2a62d-8154f"",""name"":""than""}"
"4a43177e-5abc-4365-a4bd-04cdebe9f48e","Debian",17,9,57,"Maldives","Greg Miller","Microsoft Azure","Running","2023-05-07 11:23:09.000","{""costCenter"":222,""instanceId"":""i-1ab65c-5c726-a4f38"",""name"":""fire""}"
"4abb745c-0100-4e4a-8b2a-4ae3ce1592a9","Red Hat Enterprise Linux",8,7,3667,"Faroe Islands","Nancy Martinez","Amazon Web Services","Stopped","2023-05-07 08:36:12.000","{""costCenter"":574,""instanceId"":""i-61a0e882"",""name"":""material""}"
"4b2ab510-3f5c-46f4-85e3-9baabdee81ac","CentOS",100,22,3433,"Kazakhstan","Tina Ritter","Amazon Web Services","Running","2023-05-02 10:37:57.000","{""costCenter"":327,""instanceId"":""i-ec59631d"",""name"":""voice""}"
"4b539390-568c-4490-b56a-3971d30df740","Debian",156,44,469,"Malawi","Logan Davies","Amazon Web Services","Paused","2023-05-01 08:19:31.000","{""costCenter"":517,""instanceId"":""i-88fa8c01"",""name"":""either""}"
"4b5e02ca-1bb1-416d-b2a5-a6d2f205ad37","CentOS",23,46,1441,"Martinique","Claudia Larson","Amazon Web Services","Running","2023-05-08 01:03:09.000","{""costCenter"":798,""instanceId"":""i-5f06f38b"",""name"":""later""}"
"4b72bf71-187e-49d6-bf59-55a6018866b6","Windows Server",195,2,444,"United Kingdom","Patrick Gonzalez","Amazon Web Services","Running","2023-05-09 04:47:25.000","{""costCenter"":715,""instanceId"":""i-e6c01bbf"",""name"":""compare""}"
"4bab921e-b7bb-4f2c-b0cf-71e00faaa1c3","Debian",14,32,3221,"Togo","Courtney Davis","Amazon Web Services","Paused","2023-05-08 06:36:33.000","{""costCenter"":110,""instanceId"":""i-4036a7fc"",""name"":""long""}"
"4bd947b9-1781-46a8-878b-e699691bddb9","CentOS",34,52,905,"Nicaragua","Jordan Chavez","Google Cloud Platform","Stopped","2023-05-06 10:12:03.000","{""costCenter"":815,""instanceId"":""372-fa-ec154a59833990e"",""name"":""theory""}"
"4c142702-777a-44ed-bd33-aef7c73148a9","CentOS",150,15,2666,"Malta","Beverly Robles","Amazon Web Services","Stopped","2023-05-02 13:12:11.000","{""costCenter"":778,""instanceId"":""i-3c838276"",""name"":""visit""}"
"4c962e61-00d1-4af8-a2a5-0fd319109642","Ubuntu",202,36,2967,"British Virgin Islands","Jessica Schmidt","Google Cloud Platform","Paused","2023-05-02 10:52:15.000","{""costCenter"":451,""instanceId"":""393-0c-c048f23b70a4ff1"",""name"":""chance""}"
"4cae55f4-bf6b-4c6d-96f6-be01663be31a","Red Hat Enterprise Linux",21,32,1278,"United Kingdom","Nicole Jackson","Google Cloud Platform","Stopped","2023-05-04 19:19:56.000","{""costCenter"":707,""instanceId"":""3b3-48-b1e26900ec7d32b"",""name"":""keep""}"
"4ccbde46-5db5-4157-b4f2-f79c82604734","Windows Server",54,37,1015,"Ukraine","Jennifer Daniels","Amazon Web Services","Paused","2023-05-03 14:11:37.000","{""costCenter"":327,""instanceId"":""i-42049f35"",""name"":""exactly""}"
"4d099883-073c-4af1-a1ff-d3266c14a6a1","Debian",152,35,2550,"Faroe Islands","Keith Donovan","Microsoft Azure","Stopped","2023-05-08 03:50:14.000","{""costCenter"":522,""instanceId"":""i-cbc479-f5342-8b592"",""name"":""current""}"
"4d50786b-4555-4715-b180-441567119e24","Windows Server",41,56,3538,"Svalbard & Jan Mayen Islands","Victoria Lewis","Google Cloud Platform","Running","2023-05-02 11:27:37.000","{""costCenter"":151,""instanceId"":""1e6-22-706ac7ade0ece70"",""name"":""protect""}"
"4d6603ea-adfa-4ea3-86be-252c1258e0a3","CentOS",127,61,1322,"Bahrain","Patricia Wood","Amazon Web Services","Paused","2023-05-01 00:08:58.000","{""costCenter"":710,""instanceId"":""i-d27f1f26"",""name"":""he""}"
"4d668cfa-9fa5-4560-ba8d-d369b1322bfb","Red Hat Enterprise Linux",225,25,466,"Kazakhstan","Teresa Brown","Microsoft Azure","Stopped","2023-05-07 01:01:33.000","{""costCenter"":565,""instanceId"":""i-5e3c7b-a89c1-2381d"",""name"":""medical""}"
"4df71a83-aca4-439e-9048-ed1f7fea17fa","Windows Server",217,56,2694,"Pakistan","Holly Banks","Amazon Web Services","Running","2023-05-09 16:25:07.000","{""costCenter"":819,""instanceId"":""i-0a3dcc8b"",""name"":""middle""}"
"4eef04e7-4fcf-409f-bb04-fea6639bed41","Debian",211,31,2987,"Germany","Phillip Russell","Google Cloud Platform","Running","2023-05-03 16:48:27.000","{""costCenter"":955,""instanceId"":""0d8-06-d268690b1fa64c5"",""name"":""weight""}"
"4f16f48d-e012-4eb9-b3ae-1c55db3a6bc5","CentOS",239,22,1756,"Nepal","Stephanie Hopkins","Google Cloud Platform","Paused","2023-05-08 15:27:07.000","{""costCenter"":514,""instanceId"":""451-dc-05c1d2c7b39251c"",""name"":""opportunity""}"
"4f1cc3fc-01be-40b7-99c7-0afae39bee42","Red Hat Enterprise Linux",25,2,3511,"Kazakhstan","Glenn Miller","Microsoft Azure","Running","2023-05-02 13:28:02.000","{""costCenter"":470,""instanceId"":""i-065f9e-e793c-c898b"",""name"":""late""}"
"4f498b2e-9438-448a-a340-11dc18f39512","Ubuntu",29,51,785,"Sri Lanka","Jason Cuevas","Microsoft Azure","Paused","2023-05-06 02:02:30.000","{""costCenter"":616,""instanceId"":""i-f86f6d-23752-5e50b"",""name"":""economic""}"
"4f70169a-16b9-4de1-815f-ae14ac4ea21c","Ubuntu",109,49,491,"Norfolk Island","Megan Ray","Amazon Web Services","Paused","2023-05-05 01:00:21.000","{""costCenter"":733,""instanceId"":""i-a0812a3d"",""name"":""day""}"
"4fb29b32-62fe-4a20-bb7d-6aaf88876338","Windows Server",48,15,2657,"Sri Lanka","Kathryn Floyd","Google Cloud Platform","Running","2023-05-01 16:32:16.000","{""costCenter"":795,""instanceId"":""e77-a7-86bee8c11f54718"",""name"":""sit""}"
"4fd81e19-7370-474b-9a1b-11851c46a075","Red Hat Enterprise Linux",157,58,3853,"Monaco","Robert Jackson","Amazon Web Services","Running","2023-05-06 16:41:16.000","{""costCenter"":448,""instanceId"":""i-8a8c6ef0"",""name"":""though""}"
"51f9a85b-0650-4d7d-96f2-6646a005eb3e","Red Hat Enterprise Linux",195,13,112,"Lao People's Democratic Republic","Matthew Olson","Amazon Web Services","Running","2023-05-05 02:53:14.000","{""costCenter"":739,""instanceId"":""i-14d9a91c"",""name"":""most""}"
"52562f47-1d3c-40bc-a06b-131b5ea345d0","Red Hat Enterprise Linux",209,23,269,"Montserrat","William James","Amazon Web Services","Stopped","2023-05-01 12:19:41.000","{""costCenter"":224,""instanceId"":""i-6f465cb7"",""name"":""woman""}"
"52e78995-5700-4f49-a2bb-a6ce225112ea","CentOS",137,23,1056,"Papua New Guinea","Daniel Conway","Amazon Web Services","Paused","2023-05-04 12:59:00.000","{""costCenter"":783,""instanceId"":""i-d4f89e05"",""name"":""write""}"
"52f530af-e715-41b9-8f89-8eaeb28e5050","Ubuntu",192,26,1188,"Ireland","Jordan Joyce","Microsoft Azure","Running","2023-05-01 11:23:38.000","{""costCenter"":546,""instanceId"":""i-c072b8-9a4bd-756f8"",""name"":""plant""}"
"5325061d-02e6-4d5f-b071-59bc9a1fcbfc","Ubuntu",56,38,3352,"Taiwan","Cindy Ruiz","Microsoft Azure","Paused","2023-05-02 08:02:00.000","{""costCenter"":726,""instanceId"":""i-69546f-dd384-ec5f8"",""name"":""plan""}"
"535beb65-1be3-4100-aa0b-842866bc8c35","Red Hat Enterprise Linux",151,33,1236,"Cuba","Brandy Rich MD","Google Cloud Platform","Paused","2023-05-01 10:40:12.000","{""costCenter"":893,""instanceId"":""8b6-62-85d9fc7f66eb5d4"",""name"":""forget""}"
"537d78de-ed1f-48a6-a379-abb9b6a3693c","Debian",135,25,2801,"Hungary","Andrew Dennis","Microsoft Azure","Stopped","2023-05-02 04:48:22.000","{""costCenter"":193,""instanceId"":""i-bb8492-c4e0d-435d2"",""name"":""half""}"
"53d76cc2-1c7f-45c4-b78f-d565ffda4fc8","CentOS",112,49,2925,"Martinique","Darren Robinson","Microsoft Azure","Paused","2023-05-07 04:00:31.000","{""costCenter"":329,""instanceId"":""i-9e461f-fd235-bfcf9"",""name"":""drug""}"
"54081b28-4665-45d3-b9ae-736453147d1f","Ubuntu",56,10,1024,"us-east-1","Jonathan Sander","Amazon Web Services","Running","2023-05-07 23:25:52.000","{""costCenter"":294,""instanceId"":""i-b12d31f5"",""name"":""marvel-old""}"
"546f181c-7155-4b69-91ff-f3fffef2b19b","Red Hat Enterprise Linux",220,60,935,"Georgia","Felicia Frye","Microsoft Azure","Running","2023-05-04 10:38:06.000","{""costCenter"":107,""instanceId"":""i-8a5542-43bdc-d5f2e"",""name"":""somebody""}"
"55cb139a-b1e8-4ec7-a14a-a2e8efe8fccd","CentOS",52,38,3349,"Trinidad and Tobago","Joshua Shaw","Amazon Web Services","Stopped","2023-05-04 14:59:37.000","{""costCenter"":217,""instanceId"":""i-f180e731"",""name"":""air""}"
"56972e0b-d37d-4d12-bd31-02e3b4b9501a","Windows Server",139,27,2321,"Turkmenistan","Lisa Salas MD","Microsoft Azure","Stopped","2023-05-04 00:12:48.000","{""costCenter"":270,""instanceId"":""i-2e9678-e1b63-02614"",""name"":""never""}"
"56afd1ee-7caa-4c89-a799-1d65a56e366a","Windows Server",189,19,1771,"Latvia","Gregory Sharp","Google Cloud Platform","Stopped","2023-05-06 17:40:03.000","{""costCenter"":357,""instanceId"":""b87-1a-a623dc0633a89d0"",""name"":""answer""}"
"57097408-6674-45b0-8ddb-a06a588af696","Windows Server",2,36,649,"Vanuatu","Kristy Carter","Amazon Web Services","Stopped","2023-05-06 08:11:11.000","{""costCenter"":844,""instanceId"":""i-69136d67"",""name"":""product""}"
"572e822b-a60f-4c17-b8f6-45392112f492","CentOS",142,57,598,"India","Melissa Hodges","Google Cloud Platform","Stopped","2023-05-02 21:03:22.000","{""costCenter"":225,""instanceId"":""296-ec-ae6c2e1dca80a54"",""name"":""owner""}"
"57c437fa-63e1-441f-a32a-931a8cbf0c2a","Ubuntu",214,57,1163,"Cape Verde","Andrea Green DDS","Google Cloud Platform","Stopped","2023-05-01 07:49:38.000","{""costCenter"":515,""instanceId"":""750-c5-7036443de63b69d"",""name"":""room""}"
"57eea75a-8ba8-423d-a1e2-23383bad80e3","Debian",24,53,975,"Dominica","Steven Alvarez","Amazon Web Services","Paused","2023-05-01 00:59:08.000","{""costCenter"":536,""instanceId"":""i-6594ce48"",""name"":""suffer""}"
"57f80349-13bc-4b87-9b50-845894c621ad","CentOS",253,25,1188,"Maldives","Ryan Jackson","Google Cloud Platform","Stopped","2023-05-09 06:51:14.000","{""costCenter"":962,""instanceId"":""25b-34-7709db539c2beeb"",""name"":""machine""}"
"5861d269-61bb-41ef-b315-54e203487f19","Debian",171,21,3676,"Liechtenstein","Thomas Hines","Microsoft Azure","Paused","2023-05-09 16:22:12.000","{""costCenter"":362,""instanceId"":""i-a9fa92-43cd6-be7e3"",""name"":""citizen""}"
"588988d5-8b3a-4db0-8057-f692fec3f3e2","CentOS",83,10,1918,"Barbados","Daniel Travis","Google Cloud Platform","Stopped","2023-05-04 05:23:11.000","{""costCenter"":869,""instanceId"":""e97-3a-49b06bbc9380b97"",""name"":""visit""}"
"58e644dc-f198-4fb0-9b54-e2d202bb25d5","Red Hat Enterprise Linux",153,50,409,"Ukraine","Michele Rivera","Google Cloud Platform","Running","2023-05-03 19:58:35.000","{""costCenter"":110,""instanceId"":""63e-7d-644bb4571ee3da6"",""name"":""which""}"
"599ab1e3-2cae-42d9-bf57-900eda315a88","Ubuntu",98,24,1322,"Monaco","Susan Pope","Amazon Web Services","Paused","2023-05-09 07:37:52.000","{""costCenter"":947,""instanceId"":""i-e3792196"",""name"":""most""}"
"59c21715-77b6-4358-9876-c0e7e13a872a","Ubuntu",26,52,1914,"Bermuda","Cindy Lee","Google Cloud Platform","Running","2023-05-06 00:51:18.000","{""costCenter"":276,""instanceId"":""0f2-73-a55f9552d3eda0a"",""name"":""best""}"
"5a4d2db7-c263-4973-9659-142bf44fe93f","Red Hat Enterprise Linux",172,37,636,"Monaco","Justin Weaver","Microsoft Azure","Running","2023-05-02 01:20:52.000","{""costCenter"":611,""instanceId"":""i-09fc71-159b8-07826"",""name"":""wall""}"
"5a993fa8-9929-4607-9165-72fad1242dac","Red Hat Enterprise Linux",39,62,3319,"Albania","Nicolas Adkins","Amazon Web Services","Running","2023-05-02 05:21:16.000","{""costCenter"":177,""instanceId"":""i-a5cf5d21"",""name"":""believe""}"
"5ad4026f-b954-46df-870e-bf5e85ed96e2","Red Hat Enterprise Linux",157,26,2555,"Algeria","Courtney Thompson","Google Cloud Platform","Running","2023-05-08 10:29:31.000","{""costCenter"":111,""instanceId"":""eba-b6-e419753c759a687"",""name"":""not""}"
"5ae6dfaa-a3d4-4113-aa6c-f5e13e9af2db","CentOS",145,31,492,"Thailand","Ryan Mendoza","Google Cloud Platform","Running","2023-05-02 18:48:28.000","{""costCenter"":565,""instanceId"":""728-f6-2c5f77e150bdc6c"",""name"":""single""}"
"5b18f225-263b-4d6a-aef3-d4b3953a2b74","Red Hat Enterprise Linux",226,57,88,"Finland","Nicole Caldwell","Google Cloud Platform","Paused","2023-05-02 19:19:19.000","{""costCenter"":433,""instanceId"":""470-53-27bb483d35e7f96"",""name"":""likely""}"
"5b2fa079-e257-4d15-8842-a96a591a3db2","Ubuntu",6,14,927,"Croatia","Stacey Mitchell","Amazon Web Services","Paused","2023-05-06 08:21:20.000","{""costCenter"":560,""instanceId"":""i-3bfa5082"",""name"":""agree""}"
"5c2c6621-3e5e-4499-91a3-aa73cd08eba3","Debian",116,24,3850,"Czech Republic","Jason Morales","Microsoft Azure","Stopped","2023-05-03 01:48:18.000","{""costCenter"":166,""instanceId"":""i-5d8e27-d76d9-cfba1"",""name"":""represent""}"
"5c9ff568-9afb-4f72-9710-8e09610159f2","Windows Server",154,24,547,"Switzerland","Karen Collins","Microsoft Azure","Stopped","2023-05-05 16:01:44.000","{""costCenter"":332,""instanceId"":""i-a2bc17-8e8a4-0f024"",""name"":""thank""}"
"5d020807-b0c8-4d02-bb49-db35d021e751","Debian",174,13,960,"Djibouti","Nicholas Ramos","Microsoft Azure","Stopped","2023-05-02 20:26:21.000","{""costCenter"":482,""instanceId"":""i-019b3c-74294-04e0a"",""name"":""sister""}"
"5d0cbbaa-43de-43b1-b14a-9b628d064b45","Ubuntu",105,25,63,"Egypt","Jaime Fritz","Google Cloud Platform","Running","2023-05-03 13:00:09.000","{""costCenter"":669,""instanceId"":""8cf-cb-8fc9a4a6f3445b2"",""name"":""miss""}"
"5e430ce3-6981-4823-a5b7-74d12fac94ad","Debian",15,14,1016,"Burkina Faso","Beth Reynolds","Amazon Web Services","Running","2023-05-05 12:09:41.000","{""costCenter"":191,""instanceId"":""i-1a5ce053"",""name"":""sometimes""}"
"5e57fbe0-8a6d-4dda-beb2-4dc88a6e697a","Red Hat Enterprise Linux",168,11,1790,"Cameroon","Rebecca Wallace MD","Google Cloud Platform","Paused","2023-05-03 05:54:42.000","{""costCenter"":612,""instanceId"":""8c8-f8-21ea68d14e93fe6"",""name"":""young""}"
"5e660350-c369-4b53-9066-e4cf868253f9","Debian",124,28,112,"Isle of Man","Debra Clark","Microsoft Azure","Running","2023-05-05 03:36:45.000","{""costCenter"":387,""instanceId"":""i-86b7f2-5bfab-c6548"",""name"":""guy""}"
"5e683c12-e3c2-42c4-80e1-a1dbba751705","Debian",105,10,987,"Lesotho","Dana Pennington","Microsoft Azure","Stopped","2023-05-02 11:39:36.000","{""costCenter"":858,""instanceId"":""i-82c57f-7559e-170c5"",""name"":""picture""}"
"5e92b93c-c204-481f-893b-0726a3aa3320","Windows Server",36,60,2720,"Monaco","Miss Rhonda Miller MD","Amazon Web Services","Paused","2023-05-02 17:27:43.000","{""costCenter"":134,""instanceId"":""i-6e29046c"",""name"":""nation""}"
"5ec8de1d-886f-41a9-afc8-72ac17c22ce7","Red Hat Enterprise Linux",65,42,3205,"New Zealand","Travis Phillips","Amazon Web Services","Paused","2023-05-08 23:19:33.000","{""costCenter"":354,""instanceId"":""i-5da7442a"",""name"":""meeting""}"
"5f00e1ec-29fc-4729-b963-314b9bd0d723","Debian",194,23,1353,"United States Virgin Islands","Deborah Davis","Amazon Web Services","Running","2023-05-06 03:22:16.000","{""costCenter"":739,""instanceId"":""i-2ae724f7"",""name"":""hand""}"
"5f0ac274-786b-45f7-83ac-9c96f6b40777","Debian",110,17,2873,"Kenya","Carlos Nelson","Google Cloud Platform","Stopped","2023-05-02 06:07:06.000","{""costCenter"":854,""instanceId"":""c45-2d-000f9f449f7011e"",""name"":""enough""}"
"5f18fa78-833e-45c3-bd06-82dd079e31e1","Red Hat Enterprise Linux",200,17,1801,"Belgium","Paul Nelson","Google Cloud Platform","Paused","2023-05-03 09:41:20.000","{""costCenter"":150,""instanceId"":""1cc-ee-ad3b10d5c3f63ba"",""name"":""special""}"
"5f4dfd43-f056-42f0-bc71-efe3992b4f9c","Windows Server",213,39,4041,"Saint Barthelemy","Joseph Hernandez","Amazon Web Services","Paused","2023-05-08 16:57:16.000","{""costCenter"":282,""instanceId"":""i-868babfc"",""name"":""avoid""}"
"5f58b8e9-07e8-4055-8f94-0b74c4ba87e5","Debian",86,31,1055,"Kenya","Adrienne Gonzalez","Microsoft Azure","Paused","2023-05-09 17:42:38.000","{""costCenter"":693,""instanceId"":""i-aed707-b2596-85a69"",""name"":""according""}"
"5f7f21e3-ea5e-4f29-b283-25518f473a3f","Ubuntu",71,51,3226,"Vanuatu","Melissa Herring","Microsoft Azure","Paused","2023-05-01 18:57:14.000","{""costCenter"":698,""instanceId"":""i-e55e45-ca32e-f8dae"",""name"":""can""}"
"5f8036ce-9f27-41b8-bef6-e635cf0b298f","Debian",145,25,1591,"Iran","Mr. Samuel Jones","Microsoft Azure","Running","2023-05-05 14:08:32.000","{""costCenter"":598,""instanceId"":""i-2eb75b-fd8da-d1923"",""name"":""range""}"
"60583abb-380b-4b1b-bee2-ce6e8e3bbf8d","Ubuntu",215,34,861,"Liechtenstein","Mrs. Rebekah Dawson","Google Cloud Platform","Stopped","2023-05-03 08:25:45.000","{""costCenter"":953,""instanceId"":""a33-08-fdead12af3fb532"",""name"":""relate""}"
"60b69d45-8a73-45de-aeef-be0b7a43922b","Debian",172,9,3006,"Namibia","Stephanie Kelley","Google Cloud Platform","Paused","2023-05-06 21:25:31.000","{""costCenter"":267,""instanceId"":""c8a-18-8305c29d7b4f301"",""name"":""Mrs""}"
"60ef295b-fca2-43b9-987f-de8f9243d863","Ubuntu",9,61,3778,"Solomon Islands","Sarah Jones","Amazon Web Services","Stopped","2023-05-08 17:13:09.000","{""costCenter"":202,""instanceId"":""i-09ef5602"",""name"":""per""}"
"60fe9519-5427-4ac6-93dd-8c90e5b3de5e","CentOS",50,32,84,"Morocco","Brandon Ayala","Google Cloud Platform","Running","2023-05-05 14:40:41.000","{""costCenter"":146,""instanceId"":""2d0-89-560e2fd44f34f41"",""name"":""trade""}"
"6120f267-ff82-4743-a35d-48b8d9b02624","Ubuntu",104,28,2965,"Kiribati","Zachary Torres","Amazon Web Services","Running","2023-05-08 22:34:59.000","{""costCenter"":150,""instanceId"":""i-bde3d4b5"",""name"":""who""}"
"61408142-d0ca-4f55-a2a9-b1f3f8066373","Debian",245,11,3259,"Myanmar","Brittney Good","Amazon Web Services","Stopped","2023-05-02 15:12:08.000","{""costCenter"":440,""instanceId"":""i-f09a0dcd"",""name"":""community""}"
"614901db-a2dc-412b-8dea-a28c40aeb425","Windows Server",240,11,2350,"Kuwait","Michael Howard","Microsoft Azure","Running","2023-05-08 15:12:35.000","{""costCenter"":949,""instanceId"":""i-786c32-a5732-a90a7"",""name"":""information""}"
"61a6e65f-943a-48e2-ab61-bb35cc9b7f48","Ubuntu",109,39,2722,"Palau","Michelle Mcfarland","Amazon Web Services","Running","2023-05-03 14:02:11.000","{""costCenter"":477,""instanceId"":""i-80b0aab3"",""name"":""specific""}"
"61b36564-e6f3-4887-9c4a-9fafef8d45b6","Ubuntu",197,23,178,"New Caledonia","Renee Hopkins","Amazon Web Services","Paused","2023-05-05 12:19:26.000","{""costCenter"":341,""instanceId"":""i-e4ce906a"",""name"":""same""}"
"61c21914-ecbb-48cf-9f84-29d8ee3b2bda","Windows Server",165,61,3533,"Mexico","Holly Stanley","Microsoft Azure","Running","2023-05-06 22:24:05.000","{""costCenter"":261,""instanceId"":""i-b32a81-f3265-74619"",""name"":""suggest""}"
"61dc604c-3ad7-4465-b5a5-e7c71249dbd5","Red Hat Enterprise Linux",182,37,3088,"Morocco","Michael Santana","Amazon Web Services","Stopped","2023-05-05 18:47:59.000","{""costCenter"":472,""instanceId"":""i-3436e2f2"",""name"":""affect""}"
"620e371a-5036-4275-81d8-dbaee581f444","Ubuntu",45,12,1490,"Zambia","Jeffrey Singleton","Amazon Web Services","Running","2023-05-05 09:07:50.000","{""costCenter"":938,""instanceId"":""i-2afd978d"",""name"":""former""}"
"629c1e52-e7ef-4339-8af5-0027dedacbe2","Debian",102,33,4037,"British Virgin Islands","Michelle Hopkins","Google Cloud Platform","Paused","2023-05-07 07:16:04.000","{""costCenter"":950,""instanceId"":""572-ac-b1f46428dae4c54"",""name"":""chance""}"
"62d14cb7-7d3c-4c1e-a52e-54d57b3b23cb","Debian",141,11,3797,"Heard Island and McDonald Islands","Robert Mercer","Amazon Web Services","Stopped","2023-05-07 04:41:30.000","{""costCenter"":906,""instanceId"":""i-6660d394"",""name"":""usually""}"
"6331dca8-7943-4dba-83e1-2cf53385bdf0","Debian",172,9,1708,"Macedonia","Robert Morrison","Google Cloud Platform","Paused","2023-05-05 15:16:21.000","{""costCenter"":329,""instanceId"":""a15-f0-110967d52ae6aa3"",""name"":""human""}"
"64582c1d-7d3e-474b-8d5d-aae33705e717","CentOS",206,30,1261,"Svalbard & Jan Mayen Islands","Debra Davis","Microsoft Azure","Running","2023-05-05 11:22:11.000","{""costCenter"":293,""instanceId"":""i-775ff9-541cc-bdfe2"",""name"":""power""}"
"648243da-da55-42fe-addc-948009bc9a17","CentOS",137,17,3144,"Norway","Marc Thompson","Microsoft Azure","Running","2023-05-07 07:39:01.000","{""costCenter"":691,""instanceId"":""i-569134-4e47b-4c4d7"",""name"":""cell""}"
"652689f0-6ef5-4459-9b02-a74dbeb9fe5b","Ubuntu",26,64,2222,"Suriname","Mr. Richard Davis","Microsoft Azure","Running","2023-05-09 02:33:22.000","{""costCenter"":330,""instanceId"":""i-e5e86b-8db75-d8fd9"",""name"":""buy""}"
"652fba7c-2157-4b5a-aa87-fc30d1cc2e7e","Debian",187,58,265,"Macedonia","Kenneth Dominguez","Amazon Web Services","Stopped","2023-05-04 05:21:51.000","{""costCenter"":720,""instanceId"":""i-b75922fd"",""name"":""class""}"
"6553b5a1-b2bb-4c39-8ace-9e8bd121f481","Red Hat Enterprise Linux",144,38,1301,"Burundi","Aaron Roberts","Microsoft Azure","Stopped","2023-05-07 23:27:47.000","{""costCenter"":521,""instanceId"":""i-bb55af-201a0-cbfe3"",""name"":""likely""}"
"65e8919e-3079-4c3e-9e77-2babd63aaad4","CentOS",185,38,3077,"Dominica","Christina Anthony","Amazon Web Services","Stopped","2023-05-04 20:03:56.000","{""costCenter"":773,""instanceId"":""i-1aa8048e"",""name"":""official""}"
"66122fe7-3320-4e99-a816-9c8fe51a5928","Debian",51,8,3713,"Botswana","Kathy Fuller","Microsoft Azure","Stopped","2023-05-08 10:32:58.000","{""costCenter"":172,""instanceId"":""i-65dcca-56bab-b5b46"",""name"":""available""}"
"663d50d0-6f1b-4647-9613-c846f37b634c","Windows Server",114,54,510,"Guernsey","Danielle Dean","Microsoft Azure","Running","2023-05-07 03:42:56.000","{""costCenter"":393,""instanceId"":""i-a60683-ab508-d5d97"",""name"":""policy""}"
